ID,Item Name,Image,Category,Colour Name,Colour Family,Colour_is_neutral,Season,Fit,Style,BodyType,Lifestyle,Utility
T020,Oversized T-shirt,T020.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/zTa-7duUT5jPXXkOZ6P6kA/1NohIxmsUH4ID5k4jEk1ZgQ_TeyRn1dAPlZF0O6UGvPw0tKHWhwPCtYryuqmBi9Um3QYP7fc-eMc5w5a-Qen33qRuhOJJsiMNui_af4MrLaaDFaD4FNEyKN7-oAvEPQYyQ2S4R2o5ci8m6AXzyW_Hw/ONnobuq3nam2l7B9Ca5nUDUEc_r8v5J1jhVFRNSMlws),Top,White,White,True,Summer,Relaxed,"Streetstyle,Contemporary,Bohemian,Edgy","Pear,Rectangle,Apple","Smart Casual,Lounge",Basics
T021,Oversized T-shirt,T021.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/zTsc5smz-x7WuJK-V0h_EA/l_rKm8vXlj5e189b4EqKTAP8NjcDeDE9M0ZjRmz1tLwANQAbuR_W7vsjh_h07VO0zIkFpnd0U5pv4cVb1af5cPUlSqvt_1vWc_n4VAECXRedW1NjTp07LtSBsBh6Qyt8jprtrAtIuOIV3YRYINeLpA/FXO0uGgJmxjN0dOejbPyHV6r_qAOy2h-KaWe-z0rNsU),Top,Red,Red,False,Summer,Relaxed,"Streetstyle,Contemporary,Bohemian,Edgy","Pear,Rectangle,Apple","Smart Casual,Lounge",Basics
T022,Oversized T-shirt,T022.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Wv2nfGOWhab_f5ZJjvoXAA/-Qfz1nQfaWFRWHEzF1GhN0qEUPZgao4_5cp0X-C-WL6JP9yNzqBFXan60aMFmwFKD2qp16kl39if-DCZRarKcoA2EzSfiA4rts4uhQXh6ptHsryUBZrY-OhRMdP1ywHmkeRG8vJf_R6JNOhxWbQKig/8-HMt39DOz-KirIZkdbRlDegyzk4EIKMk-jjDCXEuMI),Top,Green,Green,False,Summer,Relaxed,"Streetstyle,Contemporary,Bohemian","Pear,Rectangle,Apple","Smart Casual,Lounge",Basics
T023,Graphic T-shirt,T023.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/6fyWu-buXfS3qxIBaQFiXA/oSzZceebqnbNMa9IrVF37PG6iB9m2GPkJEdyLztslDwrDoj-6qv-NeIooWFP8kEZ051lUM0lusTp2mpyK2Tiep48vYQR35KyRs2kotHp-6H2CaAkFsRKg-xXAOjCLGCO65S9eUbjja320AssXbqdNQ/DQ-TNXdXPP9xltGgQOJIWuUMAanIq5pEheIqxTE7zek),Top,Charcoal,Black,True,Summer,Structured,"Edgy,Streetstyle,Bohemian,Contemporary","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T024,Oversized Graphic T-shirt,T024.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/8r5IYqnZRNvuqZW2LBrqQA/OMN9G8i4OuCZV0KCyppWxl2QLuuGqsikRM0y3RaDJpVDC1EyLZEReIsEREICABiHWy218w7I78mPorlfjOfiUXeC4YywWO-dzdtpUO7EwkoGkFMtq9bjJxJTHHWs-N1giWPLM2rN4xCNLXICoZjpWQ/75moaKLj-oCvzFhBK8ymbblaKdpZShw4Xl35LgBMqTY),Top,Baby Pink,Pink,False,Summer,Relaxed,"Edgy,Streetstyle,Bohemian,Contemporary,Romantic","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T025,Oversized Graphic T-shirt,T025.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/-R83J5dYMwHq_Nd7KK7sSQ/xd0M8HtzFT0UjniFZk3y9xHoespyZT2Vss5TlTSuZ-sHQVxn7iSQFd2AczFLXEF4SsDaeOk9oIeySW3hEBnKOJKmBwgMH63JlKSxGNv-vfbt2Te20H51VrEF0ir7kAHSKG7yCGSLvAktkr38NI7W0Q/gJc-tBz76Lb33OnbYjr0-ksdx1ieV0w3v-6IIVKeFI4),Top,Baby Pink,Pink,False,Summer,Relaxed,"Edgy,Streetstyle,Bohemian,Contemporary,Romantic","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T026,Oversized Graphic T-shirt,T026.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/epNl4fiFuEEIyxjE4PgFPw/tVgI687FHMSSkB92Ct0iIee39lyjTKTe_yoUxV_UmIeWzKR9nDu7RDI2cvMuyrB5r2FWoe1nk2C0gBEAU_LrMjJGxu6--0irRI4YxvGTViRMdqNLUiShuN6Cy8oWKy-zy0EthHDHdYkum_dwSCd0gw/4FJtibuyR_knAtG3ILsfP1ptOX-DBfF1OuTzh2i0Hhg),Top,Blue,Blue,False,Summer,Relaxed,"Edgy,Streetstyle,Contemporary","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T027,Oversized Graphic T-shirt,T027.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/psyEY63oJCh6jhM-NfrlPg/8yrdF62VW_dBRpGgA65whXvUJEUAr8G_6p-I-uSdFOgkQzxZyCk90eXWJEbJbjGPZvfl8uF1T3XULci-P_44twiDCAqHxSihULXU71Jg07ShJCRqh5CBgtRGzcaZjz_B8e6qi_BNTnHOb5IpCIPmVQ/FH9YSQ-DUClxDz1lsFAZZS4h8iOMrw4tP_aEiBxWxJk),Top,Black,Black,True,Summer,Relaxed,"Edgy,Streetstyle,Contemporary","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T028,Oversized Graphic T-shirt,T028.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/SPq5lsMofhofyGoqA3KXpg/E0TJtXoI-9Dcm1ENomyZf_cVQ4MoLRTQgiihZ4ZAT97bo1VOtoQn011chI_J_j9sc3_yEyc9MNKIRrLdAt_UH-nmVSDydg3WrvAfedxH0ZHRJYanxns_9JormEvHm4hG4L3_nPDG4x3l8FlG6SRT_A/ZBYaIgQ9CzPSSFMnn6gE7RpPYYlR2qkF2Sx6LGQyvr8),Top,White,White,True,Summer,Relaxed,"Edgy,Streetstyle,Contemporary","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T029,Graphic T-shirt,T029.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/u2stUXfunkNy3d3QLWFEoQ/DY5tuTZvgM7z7xPCpjVhlyHYx4WsdNua1Q-qCHvLuyU_RTN6MAXwCeEwC6pfsQBVUrWzXuO0DCUX1tuDJ65iu290KB-56SP-SWOZgdZkQTMbdP-YpBYBKWC69MkFUbKAYgUyrcnVIcSMXBhgR_7VbQ/3HkBudBT-0XmT3WZZOYmGwKayFiN8fvMWHUkoNMLFQU),Top,Black,Black,True,Summer,Structured,"Edgy,Streetstyle,Contemporary,Glamorous","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T030,Graphic T-shirt,T030.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/7N0qQ0IgsRQBfaxMwKh0Fw/JxtR7wHtCOv4VgWj9JPbSrY4DKSKJwRhe3A_7UH8oSZ7fldnFeWlH3S8jNNun4-atz2kY1dj6rXlBzAJa-HnNRhg5sIbxrpJjzW33_LiYDrC5QrB9YAFd2OTyhj873ylxqR2VyFB9b9WFIUXY7MRXQ/-lQPjiF7DNrh-eHBjmsnjpd66jUek7iJ_QJIjWcKXM4),Top,White,White,True,Summer,Structured,"Edgy,Streetstyle,Contemporary,Glamorous","Pear,Rectangle,Apple,Inverted Triangle,Hourglass","Smart Casual,Lounge,Athleisure",Basics
T031,Scoop Neck Tank Top,T031.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/5ebhcQzi9ZDAB3J4eLDtPQ/XVOIWRlvEb2FZgxU4oTmPLnwlIZiF0Cdp9EZpaNhT8J2rq6hv9p5WFcRIgKWM1pDLlFehcW70WcTpeaXC0dlcGH2SPP8TyG28g_ByGj6OnqirC78mAW5HAMT0xdwYWBuru3it-qQLp3wmfxPaH9rmg/haQ8YgKQAl4ae1QVSyGwPMjfAj5AzxOfkw2lqqCAbl8),Top,Black,Black,True,Summer,Fitted ,"Chic,Romantic,Edgy,Streetstyle,Glamorous,Contemporary","Pear,Rectangle,Hourglass,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge","Basics,Versitile"
T032,Halter Neck Tank Top,T032.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/MxAabDY4kI4FN63xPWp6_w/yRdzHN3BhlJjPOzCvXtV_h5dg6VYYfrFtijW35mAseTynmjAx4BXew_DCe2MAXXr5C2oDZB4U7yQan-n3j8TuaijhfLWC4MlB_yh-q99WQn-Lwl8Kc6yr1HQBokPoG0f1eh3riKwyqf1J_wER0lAqw/W1QLVbgll-5E5VlZmnFzTZXN1OTUPXcAVXUaaG0np_M),Top,White,White,True,Summer,Fitted ,"Chic,Romantic,Edgy,Streetstyle,Glamorous,Contemporary","Pear,Rectangle,Hourglass,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge",Basics
T033,Scoop Neck Tank Top,T033.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/3bzVI3Ra3ZjSRJeBt0Cr8A/pWQ5x0M4SxHkNRuPgYOoEy4QJTuwNfpnJZ7q5_qNRcYjMZQKsBkIOKa5ifbJwnks9Vv8HMWdA4ebF6uhjLIJxVEJHhOmr5HOD2cr2sUHzS5Jq9oGMIeug_oznjNY3-_OnfvcCuvIXWKF57QF1IyU3Q/2OGTL8hPA0-NZ_cUn1DJvBzshsFsGWElsVm_8jSrJ6o),Top,Navy,Navy,True,Summer,Fitted ,"Chic,Romantic,Edgy,Streetstyle,Contemporary,Preppy,Classic","Pear,Rectangle,Hourglass,Inverted Triangle,Apple","Smart Casual,Social/ Trendy,Athleisure,Lounge",Basics
T034,Scoop Neck Tank Top,T034.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/HgMY52DkYvIPA9XlUmonxA/Rg5tXT_IfsAvPR5Pji9D3SbngTDlRH3SrluNIFf6ZBC-5rehf2_3dEi479arbW6NR9lYDlIikThZFmyZfP9kSQz254FgomkMLDeE1qrl94oym1_AfkaMzc-qTrBmjpH2pOcU44zJMh-mO1dQewX1pA/kv0-puz3p76UHaQ64W4odyGVxGX__KJ_zczB74O8yoA),Top,Charcoal,Grey,True,Summer,Fitted ,"Bohemian,Edgy,Streetstyle,Contemporary","Pear,Rectangle,Hourglass,Apple,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge","Basics,Versitile"
T035,Scoop Neck Tank Top,T035.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/2rltT1RX-cvTh21B_1fXDQ/qd45P2Rha8hgojpXUmtD8tKsXibc0Jcuclym-NRrjI23VZFhhxQOuReatkaVtyIkj21is0YYMFnKzNc0D4iNd1GiMgpFjs5Q0uBaoAPW3TjZrp9tXK1ScjMHhEYxo9wAillpGcIE3SHrRe3OA6qhSQ/2QXzX55BkplYMmpdBm0FIzoO2ZfbmElCRrGUArdyqzY),Top,Lemon Yellow,Yellow,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Classic","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge","Basics,Versitile"
T036,Scoop Neck Tank Top,T036.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/dFL_ENyq72fnjsd9lx4onA/0_ZqB2vFeiE1yEkJJWLp6GFM2IQBSuLkj71ygB5CuZqL41d8TXH_mwtI4ZRFneNn2H-helTLE9Nm3KVwn8qxT9UgHCqeD2aYfoyk_W3tw9armewO9NrZVoLELK-Vo7UTkiExwV4X_i2Av8uxuLRqyQ/UX1zWDh7q1qe7fL4iUaH7Rzf3Zj2IUzwZSOpX4oxomA),Top,Red,Red,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Edgy","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge",Basics
T037,Scoop Neck Tank Top,T037.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/XqwZeIiRiYNXXLjiI8A_iQ/ZUEysdlaxnb33KU2v1mySgaTvtvdJK-DJPpd6DkNUFupxbXS_lQmSemrkJX_zDlBhTccvAancfcYVR-7WgGlid6c29DnQ5s_wlwJrp14U3E9ZIo-isXZBkVW8xVWiJF50kgFxLAjTfv3tYT2MWx9Ng/ipHPg3p-u0C0gAFBLV4-id6teHuh2fhAFsCJJ-ib1hE),Top,Dark Brown,Brown,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Edgy","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge","Basics,Versitile"
T038,Halter Neck Tank Top,T038.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/X9yVdI_OAVDhPSwRTPRUZA/0KW4oXGpGdx8AyXgmL3Nz08JZmz2z8Gc2E4XpJ7_bDe8B0QCgWJWAUIxOXar_HyEOxZWEa2890K0v2cbfzFGGb0VsbCxeVSUIlzrjMZzHAhJ1EjCkZkcjo1nH1_G7Ndy46hYXAo0CKP_FjXaggRFtg/9L1FL7kVuNhiQuX38Db5cGDry4NDa80ubkasC3H0fIk),Top,Seaweed,Green,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Edgy","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge",Basics
T039,Halter Neck Tank Top,T039.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/eowcn8xYO2LHKD6k00h-Gw/C_xML78A50ADMi9HLDdg9KkuQ79R6OM8LBwkNlXRF2FTWFr-3FhC5G2pG-g_vdSb9xgxbamG5QnU2knGndf4O3v1jGaxkVaw7kWo61L_B3JcNyPIK5JAqBl_Z4b1egRClxhGnieavIusjoDIpGccxg/y7X69VnE-OTiisxuBaG-TjGFeaXJfHg2gHcTpt_D9MY),Top,Black,Black,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Edgy","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Athleisure,Lounge","Basics,Versitile"
T040,Striped Tank Top,T040.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/y32FzIzIpBdIah5BuM0PzQ/39NGfkTD_QBEYK1um8ZgM8FT1asfH1DmANMXLYh-Z7BDxxlPw34u8lDamZvP0oIddooc0BQc9ex0YgRI8-Gz_4sS6Ld75bYyiQ-1OHbCj-4FfNEfQi6lEiyUckEWiijDcbMvpIjJ4OenFujljRG0sA/X_Zk9tpz1nZs5chMy5X8zLKyo2kjJQcE0SO-O8kDJkI),Top,Striped - Black & Off White,White,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Athleisure,Lounge","Basics,Versitile"
T041,Halter Neck Tank Top,T041.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/6KxmCk712rECLPcbWNKbCw/7fCPRQSXL0VoVqlzXKCB6xHihs9qyGYYkjR67wTUmErbuJftI0Exn0UqFEwwIjyYVQruI-v-z8G7EP_3LHvJKQkDXFgXCeqHxxCVRLp-BYDxmfTXvbBhkiOWjkHJCV7t-7cWoKoIHlXhHu_SO4Hwcw/gP_uSA7GYC-2sH6j47uu3hgExfa42wXqQ5RbkCybmuM),Top,Striped - Green & White,Green,False,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Classic","Hourglass,Pear,Rectangle,Apple","Smart Casual,Athleisure,Lounge",Basics
T042,Halter Neck Tank Top,T042.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/U3bBRfWhfZvEmN7PAWnUuw/G6yaC5VogLqdOMBOgzGIXWRVdl2crWByMq2PdQ_YL9AVoCK8mvm82BEW1S6zD7oLp4mmtc6QC5pUwNX_ghUHRE7QxDgB7DUcP6Nm6REaKWMfvAypwIE9NjL3X3IgLr4P2m1UXMzxKlSRIkPhcsWNUQ/sDaBfjfZpLHrev-VfoU77hH0CCyF3Sfs2_hLh6RH84I),Top,Beige,Beige,True,Summer,Fitted ,"Chic,Romantic,Streetstyle,Preppy,Contemporary,Bohemian,Classic","Hourglass,Pear,Rectangle,Apple","Smart Casual,Athleisure,Lounge",Basics
T043,High Neck Tank Top,T043.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/wvqfADcEN2TTRbQQ5u-bJw/gOXj5Z4JTROCLHKUIUUECebshAZNr1in7gZGL_QIXVN1w8wLW_QUwZc-HYZFE1ePkHJYaeW8ViG-2D-ZLsCf07_WZ3Td0VoiZhRjbuDWWA23C2tWIxnKr74VlGdY1bzRa02lUNygKn-OTidwLntJqQ/h0gchFMEjYJjP8lVAeHjfelNlfpOoqVNioNQI97L7vs),Top,Coffee,Brown,False,Summer,Fitted ,"Chic,Romantic,Preppy,Contemporary,Bohemian,Classic","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy","Basics,Versitile"
T044,Camisole,T044.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/3o7FCyB8ge55emNpEBAZTg/HY7tfv0uc3hMFnZkqEO5j4a2QXU8-SxScy0SVoOhIQjALLdiZA3IyyHRf7yNzbexcxz7n5JujpQvEf_OGuKq-bSDLOtlljah3rKYn_kMFS-D3F30tvsd2vbrbTDq-r_qn7OjDVWoZfynE5GXlugHiA/4Rsd-6gUY0_KS4aki2qM9L8uG4D6AMMRR0RM98eqzGY),Top,Ruby Red,Red,False,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T045,Camisole,T045.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/8-9sK_BIFZzax1S3J4PB2w/6PCuwixtK23CCxI5yNlGGwkoccAJHgxrgOQt4LHfcjl4sT0XRl1xvLxrM_voPs7wUPXRBWhFMfFbWcd9ddvtTKVTy9htnAFI_BTHTpzZycHPouuea9ZOiQET-P8-HNfF_oqF1VnzeW5nuHq7xolImw/YYabHTtfcjnraaZnN-IFpUWX_oRpu5RdUFKEv6yD5DY),Top,Black,Black,True,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T046,Camisole,T046.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/gZ9AUbZC1k4ySUjNCwkYRA/1_Br90Fqeg0yUa11K7ZiVbMpvkQBKB4CgCWu9WCjXTWlBKwwuJ4WkuxiF5Cac9bowwDtTIKFD6-96BMgwi8ycl1RYI1crw018Ov_o67ZDv9eWt4axFY5yFnqdv_iImv2W9_bOkCcqHFEOTZqlfAPyQ/9YXeQkDdvYAcCyBfxFmRKDy6gDjLitwC167s3q8S7kk),Top,Dark Blue,Blue,False,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T047,Camisole,T047.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/krj_HH69wea3jahLpChbdQ/Ul7Rw8_7AiJMSJ1I9KDMnZI3zN94QpWb8jU62SpYUcXtkO8PRITeKglvM9LwvO1Gli6kUC1exvcNduqeA1IZ_NzrapohwIzzn7DeO3G8JbquWFdDKqgVcPI7AR_9MTUH02SGj3yCQlsTERkzQEzdnQ/RyntPb5QZPyvcWQOpWGffoINzsNuiAcq0U6htHkMzM8),Top,White,White,True,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T048,Tube Top,T048.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Ulw9WyV32dMg2x2IUL5bIA/3WnFyjFs707D74HC0V2qkFR8l1dLWrxOzCh7A3YxEpj8k-NxCQ41WQ7ZLlGlJDXVn24QmPTAq1RgMTvng1P0Ga45CGBbqEqIjV8XgUfNuLUyWrtUL0BW59geZ33Yp3ExPOt5Nf0xQRfm9zvPLH9kgQ/bhLSylyrN0O-39v7mp2GX6hVtitMm0JJvgyM_tzRQaw),Top,Red,Red,False,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T049,Tube Top,T049.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/jut8wxEEe4qh2PKoqy8iCA/Kn1NjZ3Yvzugh_hiZbIz08kQMdymsRta131gnJfT6EeAgVR72ms-KMxL-z3mWL80A0agSjKhxWS_5GcemAufhBeEpBtFYRMmD34FT6R8mrF7YzCxIhxHpboboXEYopHh06tqKNgXG7amqEkittaXtQ/5K5Ege8LHpgU970IpD6_EK8qwLPz3t8NPdDL-CV5p_0),Top,Black,Black,True,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T050,Tube Top,T050.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/lD2mU-dYySUbGgTkbtG3FQ/q15gE1CdqZZVgqonMKrkWV3FYZhCXd4MhDTHmInFuUESWeuPrgCdRne4v0eO_XQKMAhwpWlLuOHyIQWz5PvtSNuFtnzg166lNvX4pxTIntwPeUVwOemO2-8V8Htc4oiuLlko_zSgJjWc6WFpUCLZJw/wyhe1zS2p0VNzCnotj48KtaZXjIrLsAw8lm0t_U5WR8),Top,Tortilla,Brown,False,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile,Layering"
T051,Tube Top,T051.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/2_h2NTOcR_eTE-8Mc8m8mg/q6gvgCElX6be8xn5srYT9SZOGLRHakWiAOueODsVnwFN4wgX4spG4ZRqJ0KYFlPFb9SOL53nG_uMWyuqKZFwbuX_xregjn3Z1Pj920d6jrx17WCFP3glT1xdxKKzlzK28AGElAWlZvDOCW_8wSVmNw/aANtIwY7RohwQesKTK7lU76t2UOzYOjwASvud1GawF8),Top,Brown,Brown,False,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle","Smart Casual,Lounge,Social/ Trendy,Athleisure","Basics,Versitile"
T052,Halter Neck Top,T052.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/J4Xe-RZyMit8ZSgGQCumGQ/IK9kCST1efi0NNMtupzMctL6xnRPAykZOEqDJuNi8l-4RetzFvl0kPBKdRo23n2Ge3-sPXwaVLvzFO_SA-nHBptNIMBS-LExJSzKAzLNUuHWENxNGQO7JNn2jbb3q0hbGAvMUuP4In1WNC5ax_7wfA/9VMFS0cDX4JuHeRNkONnXy1ln1MaVcZAtK2e0vojQtw),Top,Ruby Red,Red,False,Summer,Structured,"Chic,Romantic,Contemporary,Classic,Edgy,Glamorous","Hourglass,Pear,Rectangle,Apple","Smart Casual,Social/ Trendy",Basics
T053,Halter Neck Top,T053.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/WY8_nra7eC5B-mqPMac8CQ/OuoOMkesPPKICRZ7lOo0lDk6n_hTSxuOy-iKbGLyf8moFn66asNiaL18xgXPtkQczPFDIPAbBnd4OvTYRb2mksEQNjuYxzZ__9k9bcwgvl6BEZEZ7MojE_rmJZrl53VCLZkx2ZmVcizi_bN5rsTekw/O9SCr8ojD5-_E9o02g0Xabc_4SdtOyfti6hP7toAb58),Top,Black,Black,True,Summer,Structured,"Chic,Romantic,Contemporary,Classic,Edgy,Glamorous","Hourglass,Pear,Rectangle,Apple","Smart Casual,Social/ Trendy",Basics
T054,Halter Neck Top,T054.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/wJLV6CatmpV1x5JTB4eypQ/JpyW0sIF9D7XdveQ9h3r5eoKiQO9kZBsjN7yTZa31C3poxV1l6IW1nDsOrBDTy9ebDshI57oSd3UxiQQkMwu9DBpga0Z3BJQuU7EyAUoAUn-JFZ8VfvHfg2W8Kd_AuOWdgJe1RjSzThdHuiacQ1RUA/4oFRRX_yCn1QwaiUErHlhZsAWXoGa18pa3nZUT_QQco),Top,Olive Green,Green,False,Summer,Structured,"Chic,Romantic,Contemporary,Classic,Edgy,Glamorous","Hourglass,Pear,Rectangle,Apple","Smart Casual,Social/ Trendy",Basics
T055,Halter Neck Top,T055.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/_0e9LBigQbm6lZNDTEI9TA/MTfhfS7BxVfwWjZTh-3FZ-U4ihK_acikEUh7rdFjfAtugBU5p51i1rZKJiiJOhSbJ1ZvmTfNlL2n7qa5eTr5ioi87etvWc0SzAxwimfm89d0b1_hgMlR--FxpQQiUNHCStuCrast2XIgKYU8wSRj-A/DGzVg0fo014r1YxySHjW64RIheFuzfXjMEyepNptsZc),Top,White,White,True,Summer,Structured,"Chic,Romantic,Contemporary,Classic,Edgy,Glamorous","Hourglass,Pear,Rectangle,Apple","Smart Casual,Social/ Trendy","Basics,Layering,Versitile"
T056,Crewneck Crop Top,T056.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/vh8Hs6XYJtZwIlsZxPoWmA/I0QtdQBLzOH3yHyldqHFJOyGwE9m25jhMMK1nDYX1n_vJ4JpD6VHqfIhCtd63F7MNo4y70Eve66q2vqRkOk3ExF0cqQDwUi-vslt5ipKrwaRLgLO4S24na30EpufUa3_hHvK7lnJjiOVeevfbGbXcQ/iL4y_WxOft1o6NiChrHlJSytU1UWpVw3bSt4rw4pR8Y),Top,Black,Black,True,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Rectangle,Pear,Hourglass","Smart Casual,Social/ Trendy,Lounge,Athleisure","Basics,Layering,Versitile"
T057,Crewneck Crop Top,T057.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/gz5DChIKJ3kunKPl9RL24g/PbTGY7LQacZBSMm81FRxPHdU5MjKovyShL-VZfx_Y3OhwYk_0ihFoMKnH_gq9y-2JZgHr3eRFni1WlW6j1VCabcj9iFu-6SZ_YhZYAueSwoDvEB2_48qwLOECIfTxaTpLHhvSPBpoAb1NrT-VNXXIg/IhNAlnK5zR4vlrzQaIqY5pG1bCrEAUks2zeFIQwxALU),Top,White,White,True,Summer,Fitted ,"Chic,Romantic,Contemporary,Classic,Edgy,Streetstyle,Glamorous","Rectangle,Pear,Hourglass","Smart Casual,Social/ Trendy,Lounge,Athleisure","Basics,Layering,Versitile"
